0,315,595.29,125.23,36.38,106.61,0.9045,-1,-1,-1
0,316,31.12,169.19,38.22,101.72,0.8746,-1,-1,-1
0,317,625.40,138.99,37.96,106.20,0.8638,-1,-1,-1
0,318,57.94,140.44,41.49,109.43,0.8611,-1,-1,-1
1,315,596.89,124.82,36.02,105.51,0.8989,-1,-1,-1
1,316,33.92,169.95,38.15,101.43,0.8765,-1,-1,-1
1,317,626.40,138.95,37.57,104.99,0.8666,-1,-1,-1
1,318,60.36,139.86,41.46,109.34,0.8944,-1,-1,-1
2,315,598.30,124.75,35.59,104.14,0.8834,-1,-1,-1
2,316,37.45,169.94,38.09,101.07,0.8772,-1,-1,-1
2,317,627.74,140.53,36.82,102.48,0.8482,-1,-1,-1
2,318,64.61,139.88,41.06,108.02,0.8486,-1,-1,-1
3,315,599.94,124.62,35.34,103.09,0.8530,-1,-1,-1
3,316,42.09,168.90,38.63,101.78,0.8789,-1,-1,-1
3,317,628.63,141.29,36.27,100.31,0.8675,-1,-1,-1
3,318,69.60,139.69,41.32,107.87,0.8510,-1,-1,-1
4,315,601.12,125.84,35.01,101.57,0.8463,-1,-1,-1
4,316,46.43,169.05,38.81,101.14,0.8864,-1,-1,-1
4,317,629.54,140.66,36.67,100.34,0.8815,-1,-1,-1
4,318,74.96,139.76,41.36,106.26,0.8414,-1,-1,-1
5,315,602.44,128.34,34.59,99.34,0.8503,-1,-1,-1
5,316,49.59,169.27,38.94,100.27,0.8806,-1,-1,-1
5,317,630.43,140.29,37.01,99.81,0.8628,-1,-1,-1
5,318,79.34,139.51,42.45,106.57,0.7647,-1,-1,-1
6,315,603.57,129.18,34.93,99.03,0.8298,-1,-1,-1
6,316,51.95,169.71,39.13,99.63,0.8597,-1,-1,-1
6,317,631.57,139.29,37.43,99.15,0.8679,-1,-1,-1
6,318,83.35,139.27,43.06,105.44,0.6739,-1,-1,-1
7,315,604.43,131.13,34.94,97.32,0.8242,-1,-1,-1
7,316,53.98,169.69,39.59,100.00,0.8847,-1,-1,-1
7,317,632.82,140.63,37.59,97.50,0.8841,-1,-1,-1
7,318,87.04,139.06,43.47,103.85,0.7658,-1,-1,-1
8,315,605.72,131.87,35.12,95.79,0.8445,-1,-1,-1
8,316,55.44,169.63,39.64,99.83,0.8781,-1,-1,-1
8,317,634.04,142.82,37.97,96.01,0.8836,-1,-1,-1
8,318,89.34,138.69,43.99,102.87,0.8154,-1,-1,-1
9,315,607.91,133.75,34.35,91.44,0.7660,-1,-1,-1
9,316,56.94,169.61,39.63,99.79,0.8729,-1,-1,-1
9,317,634.96,135.81,40.86,101.48,0.8741,-1,-1,-1
9,318,91.12,137.55,44.81,103.22,0.7280,-1,-1,-1
10,315,610.52,134.23,33.43,87.11,0.7606,-1,-1,-1
10,316,58.82,168.63,39.83,100.76,0.8772,-1,-1,-1
10,317,636.48,132.11,41.91,102.22,0.8328,-1,-1,-1
10,318,93.03,137.09,45.41,103.62,0.6285,-1,-1,-1
11,315,613.69,134.84,32.70,83.33,0.8006,-1,-1,-1
11,316,61.18,167.78,39.92,101.21,0.8747,-1,-1,-1
11,317,638.72,129.67,42.56,102.59,0.8284,-1,-1,-1
11,318,94.95,135.97,46.14,104.65,0.6934,-1,-1,-1
12,315,616.37,135.11,32.27,80.77,0.8411,-1,-1,-1
12,316,63.90,167.30,40.00,101.53,0.8619,-1,-1,-1
12,317,642.08,128.25,42.95,102.55,0.8461,-1,-1,-1
12,318,96.00,134.50,46.92,106.55,0.6409,-1,-1,-1
13,315,618.67,134.80,32.08,79.82,0.8367,-1,-1,-1
13,316,66.84,166.66,40.21,102.27,0.8584,-1,-1,-1
13,317,645.63,127.41,42.68,101.85,0.8509,-1,-1,-1
13,318,96.63,133.26,46.94,107.44,0.7467,-1,-1,-1
14,315,620.41,132.82,32.77,81.47,0.7992,-1,-1,-1
14,316,70.04,166.42,40.47,102.54,0.8556,-1,-1,-1
14,317,648.68,126.07,42.52,102.14,0.8704,-1,-1,-1
14,318,97.55,132.27,46.64,107.90,0.8108,-1,-1,-1
15,315,622.43,132.53,33.22,82.55,0.7788,-1,-1,-1
15,316,73.55,166.52,40.67,102.14,0.9005,-1,-1,-1
15,317,651.34,124.81,42.46,103.42,0.8505,-1,-1,-1
15,318,98.29,131.53,46.65,109.54,0.8629,-1,-1,-1
16,315,624.05,132.83,33.20,82.33,0.7287,-1,-1,-1
16,316,77.42,166.44,40.85,101.38,0.9115,-1,-1,-1
16,317,653.84,124.43,42.07,103.90,0.8444,-1,-1,-1
16,318,98.84,131.02,46.16,110.81,0.8726,-1,-1,-1
17,315,624.99,132.84,33.16,82.16,0.6667,-1,-1,-1
17,316,80.90,166.35,41.26,100.96,0.9008,-1,-1,-1
17,317,655.33,123.20,41.87,104.63,0.8331,-1,-1,-1
17,318,101.39,130.54,46.24,113.01,0.8827,-1,-1,-1
18,315,625.66,131.84,33.35,82.77,0.6022,-1,-1,-1
18,316,84.08,166.33,41.87,101.00,0.8857,-1,-1,-1
18,317,656.84,122.80,41.76,104.80,0.8663,-1,-1,-1
18,318,104.55,130.88,46.22,114.50,0.8917,-1,-1,-1
19,315,626.29,129.82,34.16,84.71,0.4647,-1,-1,-1
19,316,86.48,166.34,41.95,100.39,0.8655,-1,-1,-1
19,317,658.12,122.58,41.46,104.35,0.8365,-1,-1,-1
19,318,108.86,131.37,45.36,112.86,0.8992,-1,-1,-1
20,315,627.01,131.38,33.69,83.39,0.4163,-1,-1,-1
20,316,88.54,165.39,41.98,100.21,0.8689,-1,-1,-1
20,317,659.27,122.02,41.48,104.49,0.8494,-1,-1,-1
20,318,113.57,131.87,45.56,112.50,0.9009,-1,-1,-1
21,315,627.62,130.93,33.69,83.22,0.3880,-1,-1,-1
21,316,89.85,164.66,41.69,100.33,0.8768,-1,-1,-1
21,317,660.64,121.18,41.46,104.68,0.8434,-1,-1,-1
21,318,118.72,132.29,46.07,111.56,0.8938,-1,-1,-1
22,315,629.93,132.93,32.55,79.74,0.2639,-1,-1,-1
22,316,91.76,164.33,41.11,100.03,0.8911,-1,-1,-1
22,317,662.11,120.12,41.27,104.58,0.8297,-1,-1,-1
22,318,123.23,132.83,46.24,109.22,0.9118,-1,-1,-1
23,315,631.76,131.76,32.04,78.81,0.2834,-1,-1,-1
23,316,93.70,163.65,40.51,100.09,0.8851,-1,-1,-1
23,317,663.93,119.52,40.72,103.83,0.8265,-1,-1,-1
23,318,127.05,133.67,46.69,107.39,0.9110,-1,-1,-1
24,315,633.85,129.41,31.24,76.96,0.2899,-1,-1,-1
24,316,96.23,162.82,40.40,101.18,0.8565,-1,-1,-1
24,317,666.39,119.04,40.07,102.90,0.8184,-1,-1,-1
24,318,129.52,134.12,47.38,106.46,0.9081,-1,-1,-1
25,315,635.98,130.48,30.04,74.02,0.3072,-1,-1,-1
25,316,99.51,162.36,40.80,103.01,0.8399,-1,-1,-1
25,317,668.56,117.33,39.56,102.30,0.8247,-1,-1,-1
25,318,131.22,133.96,48.55,107.18,0.9010,-1,-1,-1
26,315,637.63,128.56,29.73,73.43,0.3421,-1,-1,-1
26,316,102.26,161.74,40.86,103.98,0.8643,-1,-1,-1
26,317,670.50,116.17,38.61,100.54,0.8101,-1,-1,-1
26,318,132.80,133.81,49.36,107.86,0.8898,-1,-1,-1
27,315,639.09,128.18,29.30,72.30,0.2688,-1,-1,-1
27,316,106.15,161.36,40.73,103.79,0.8588,-1,-1,-1
27,317,671.64,115.51,37.37,97.94,0.8574,-1,-1,-1
27,318,134.24,134.01,49.77,108.26,0.8947,-1,-1,-1
28,315,640.40,124.07,30.14,74.43,0.3028,-1,-1,-1
28,316,110.27,161.42,40.88,103.68,0.8789,-1,-1,-1
28,317,672.76,115.13,36.61,95.99,0.8716,-1,-1,-1
28,318,135.33,133.78,49.94,108.60,0.8751,-1,-1,-1
29,315,641.88,116.40,32.82,80.62,0.1850,-1,-1,-1
29,316,114.79,161.64,41.04,102.44,0.8916,-1,-1,-1
29,317,673.84,115.10,36.16,94.49,0.8755,-1,-1,-1
29,318,136.58,133.23,49.77,108.90,0.8568,-1,-1,-1
30,315,641.22,109.42,35.17,86.79,0.1994,-1,-1,-1
30,316,118.57,161.96,41.44,101.91,0.9015,-1,-1,-1
30,317,674.70,114.82,36.02,93.43,0.8801,-1,-1,-1
30,318,138.01,132.69,49.44,109.40,0.8652,-1,-1,-1
31,315,641.23,101.54,38.19,94.48,0.5384,-1,-1,-1
31,316,121.34,162.40,41.51,100.97,0.8932,-1,-1,-1
31,317,675.48,114.38,35.99,92.60,0.8657,-1,-1,-1
31,318,139.69,132.37,48.85,109.75,0.8465,-1,-1,-1
32,315,642.04,99.18,39.05,96.33,0.6457,-1,-1,-1
32,316,123.20,162.26,41.55,100.78,0.8778,-1,-1,-1
32,317,675.92,114.10,36.65,93.18,0.8496,-1,-1,-1
32,318,141.24,131.97,47.96,109.80,0.8169,-1,-1,-1
33,315,642.57,97.92,39.82,97.90,0.6950,-1,-1,-1
33,316,124.71,162.11,41.43,100.76,0.8684,-1,-1,-1
33,317,676.81,114.30,36.85,92.46,0.8183,-1,-1,-1
33,318,143.76,131.19,47.46,110.97,0.8590,-1,-1,-1
34,315,643.52,97.43,40.29,98.28,0.6335,-1,-1,-1
34,316,127.03,162.30,41.13,100.83,0.8613,-1,-1,-1
34,317,677.97,114.64,36.92,91.14,0.7648,-1,-1,-1
34,318,147.57,130.85,46.33,110.04,0.8885,-1,-1,-1
35,315,644.63,96.98,40.65,97.91,0.7624,-1,-1,-1
35,316,129.14,161.17,41.16,101.88,0.8747,-1,-1,-1
35,317,678.91,114.10,37.73,91.51,0.7331,-1,-1,-1
35,318,151.93,131.14,45.46,108.74,0.8523,-1,-1,-1
36,315,645.69,96.53,40.54,96.91,0.7662,-1,-1,-1
36,316,131.18,160.27,40.75,102.03,0.8223,-1,-1,-1
36,317,680.76,112.88,38.41,91.44,0.6694,-1,-1,-1
36,318,156.58,131.20,45.17,107.53,0.8454,-1,-1,-1
37,315,647.54,96.16,40.20,95.31,0.7705,-1,-1,-1
37,316,135.76,159.21,41.35,102.75,0.8167,-1,-1,-1
37,317,682.15,111.75,39.10,91.39,0.7419,-1,-1,-1
37,318,161.72,131.28,44.88,104.78,0.8140,-1,-1,-1
38,315,649.85,96.65,39.06,92.23,0.7497,-1,-1,-1
38,316,137.48,158.23,41.51,103.79,0.8246,-1,-1,-1
38,317,684.12,112.86,38.57,88.57,0.7641,-1,-1,-1
38,318,166.69,131.35,45.18,102.99,0.8520,-1,-1,-1
39,315,652.34,96.92,37.94,89.80,0.8152,-1,-1,-1
39,316,140.41,158.04,41.41,103.85,0.8421,-1,-1,-1
39,317,686.51,112.65,38.44,87.30,0.7301,-1,-1,-1
39,318,170.06,131.28,45.63,101.78,0.7939,-1,-1,-1
40,315,654.31,96.46,37.37,89.10,0.7942,-1,-1,-1
40,316,143.94,157.43,41.51,104.02,0.8498,-1,-1,-1
40,317,689.45,112.42,38.01,86.12,0.5606,-1,-1,-1
40,318,172.58,130.91,46.68,102.20,0.8468,-1,-1,-1
41,315,656.46,95.44,37.17,89.62,0.6139,-1,-1,-1
41,316,148.37,157.11,42.04,104.07,0.8532,-1,-1,-1
41,317,693.11,112.73,37.36,85.20,0.6670,-1,-1,-1
41,318,174.67,130.63,47.24,102.44,0.8583,-1,-1,-1
42,315,658.53,96.60,36.05,88.51,0.5198,-1,-1,-1
42,316,152.44,157.56,42.19,103.08,0.8633,-1,-1,-1
42,317,695.52,111.52,37.13,85.67,0.6558,-1,-1,-1
42,318,176.49,129.74,47.81,103.60,0.8683,-1,-1,-1
43,315,661.01,101.60,33.68,83.36,0.5892,-1,-1,-1
43,316,155.65,157.92,42.51,102.47,0.8888,-1,-1,-1
43,317,697.40,111.74,36.68,85.67,0.7328,-1,-1,-1
43,318,178.22,128.83,48.00,104.50,0.7989,-1,-1,-1
44,315,663.00,103.41,33.12,82.20,0.4761,-1,-1,-1
44,316,158.70,158.08,42.83,102.17,0.8697,-1,-1,-1
44,317,698.86,112.33,36.00,84.87,0.5394,-1,-1,-1
44,318,180.09,127.74,47.84,105.31,0.7594,-1,-1,-1
45,315,664.06,106.21,32.05,79.64,0.4357,-1,-1,-1
45,316,160.59,158.15,42.57,101.42,0.8710,-1,-1,-1
45,317,700.40,112.30,35.20,83.63,0.5503,-1,-1,-1
45,318,181.43,126.39,47.60,106.64,0.7441,-1,-1,-1
46,315,665.01,107.60,31.63,78.37,0.3897,-1,-1,-1
46,316,162.45,158.00,42.05,100.87,0.8411,-1,-1,-1
46,317,701.67,111.76,34.66,83.01,0.4965,-1,-1,-1
46,318,182.69,125.59,46.96,107.47,0.7220,-1,-1,-1
47,315,665.77,107.34,31.91,78.80,0.3040,-1,-1,-1
47,316,164.15,156.57,41.68,101.42,0.8373,-1,-1,-1
47,317,702.34,111.48,34.03,81.77,0.3267,-1,-1,-1
47,318,184.07,124.62,46.21,108.62,0.6580,-1,-1,-1
48,315,667.36,109.14,30.54,75.10,0.2173,-1,-1,-1
48,316,168.15,155.49,40.94,101.41,0.7732,-1,-1,-1
48,317,704.01,111.02,32.24,77.32,0.3105,-1,-1,-1
48,318,187.80,124.20,45.58,109.74,0.8465,-1,-1,-1
49,315,669.61,108.47,29.73,73.70,0.1372,-1,-1,-1
49,316,171.47,154.53,40.93,103.14,0.7891,-1,-1,-1
49,317,705.27,110.17,31.43,75.42,0.2268,-1,-1,-1
49,318,191.15,123.89,46.17,113.54,0.8426,-1,-1,-1
50,315,672.11,107.16,28.40,71.20,0.1370,-1,-1,-1
50,316,174.47,154.35,40.84,104.70,0.8101,-1,-1,-1
50,317,705.91,110.60,32.31,78.27,0.1140,-1,-1,-1
50,318,195.22,123.95,46.15,115.02,0.8669,-1,-1,-1
51,315,674.00,106.73,27.55,69.74,0.3253,-1,-1,-1
51,316,178.39,154.22,40.12,104.07,0.8642,-1,-1,-1
51,317,707.97,109.59,30.79,74.50,0.1989,-1,-1,-1
51,318,199.30,123.93,45.68,114.64,0.8918,-1,-1,-1
52,315,675.31,103.55,27.34,69.86,0.1316,-1,-1,-1
52,316,182.77,153.75,39.96,103.92,0.8379,-1,-1,-1
52,318,204.40,124.73,45.45,113.39,0.8755,-1,-1,-1
53,315,678.16,106.47,24.26,61.35,0.2654,-1,-1,-1
53,316,187.11,154.18,39.78,103.02,0.8717,-1,-1,-1
53,318,209.40,125.01,45.70,111.98,0.8491,-1,-1,-1
54,315,679.75,107.97,23.27,58.40,0.2028,-1,-1,-1
54,316,192.12,154.39,40.37,102.78,0.8487,-1,-1,-1
54,318,213.78,125.21,45.99,110.19,0.8137,-1,-1,-1
55,315,680.66,107.89,23.46,58.31,0.1379,-1,-1,-1
55,316,194.68,154.77,40.51,102.00,0.8531,-1,-1,-1
55,318,217.13,126.03,46.23,108.32,0.8329,-1,-1,-1
56,315,681.28,106.95,24.31,59.67,0.1279,-1,-1,-1
56,316,196.01,154.69,40.57,101.75,0.8517,-1,-1,-1
56,318,219.46,126.46,46.49,107.46,0.8232,-1,-1,-1
56,317,711.03,108.54,29.36,70.23,0.5341,-1,-1,-1
57,315,682.15,106.96,23.94,57.90,0.2893,-1,-1,-1
57,316,197.46,154.57,40.31,101.98,0.8661,-1,-1,-1
57,318,221.40,126.60,47.12,107.92,0.8457,-1,-1,-1
57,317,710.83,105.37,30.36,72.23,0.5138,-1,-1,-1
58,315,682.90,107.35,23.59,56.01,0.4695,-1,-1,-1
58,316,199.37,154.45,39.83,102.13,0.8384,-1,-1,-1
58,318,223.05,126.37,47.29,108.04,0.8314,-1,-1,-1
58,317,711.04,103.36,30.76,72.71,0.5891,-1,-1,-1
59,315,680.95,91.80,29.64,71.16,0.2064,-1,-1,-1
59,316,201.96,154.94,38.89,101.29,0.7993,-1,-1,-1
59,318,225.04,126.46,47.02,107.96,0.8250,-1,-1,-1
59,317,711.07,100.58,31.68,74.40,0.5861,-1,-1,-1
60,315,682.13,92.13,29.23,70.03,0.1862,-1,-1,-1
60,316,204.31,153.49,38.81,102.79,0.8177,-1,-1,-1
60,318,226.53,126.42,46.51,107.94,0.7933,-1,-1,-1
60,317,711.33,97.98,32.50,75.77,0.6044,-1,-1,-1
61,316,207.25,152.71,38.64,103.74,0.8201,-1,-1,-1
61,318,227.94,125.92,45.92,108.33,0.7379,-1,-1,-1
61,317,711.91,96.13,33.37,77.58,0.5897,-1,-1,-1
62,316,210.10,152.10,38.42,104.59,0.8577,-1,-1,-1
62,318,229.10,125.27,45.31,109.16,0.7557,-1,-1,-1
62,317,711.73,90.00,35.41,82.41,0.6779,-1,-1,-1
63,316,213.88,151.42,38.15,104.64,0.7717,-1,-1,-1
63,318,230.28,124.46,44.58,110.47,0.7412,-1,-1,-1
63,317,712.44,86.29,36.69,85.48,0.5895,-1,-1,-1
64,316,217.25,151.00,37.96,104.59,0.8231,-1,-1,-1
64,318,233.09,123.83,43.67,110.75,0.7306,-1,-1,-1
64,317,712.86,84.34,37.76,88.40,0.7225,-1,-1,-1
65,316,222.09,151.56,38.04,103.71,0.8534,-1,-1,-1
65,318,236.66,123.55,42.22,109.07,0.7341,-1,-1,-1
65,317,714.11,82.96,37.82,89.08,0.7292,-1,-1,-1
66,316,226.37,151.77,38.59,103.38,0.8380,-1,-1,-1
66,318,240.21,123.78,40.87,107.12,0.6609,-1,-1,-1
66,317,716.00,81.78,37.60,89.14,0.7245,-1,-1,-1
67,316,229.47,151.39,39.60,103.66,0.8600,-1,-1,-1
67,318,244.70,123.35,40.66,106.65,0.6402,-1,-1,-1
67,317,717.68,80.77,37.43,89.50,0.6371,-1,-1,-1
68,316,231.10,151.45,40.26,103.67,0.8456,-1,-1,-1
68,318,250.40,123.48,41.16,105.56,0.6230,-1,-1,-1
68,317,719.01,79.82,37.35,90.29,0.5432,-1,-1,-1
69,316,233.16,151.44,40.54,103.19,0.7195,-1,-1,-1
69,318,254.78,123.38,42.11,105.05,0.2114,-1,-1,-1
69,317,720.24,79.30,37.04,90.67,0.5530,-1,-1,-1
69,315,693.42,71.49,37.29,89.42,0.5938,-1,-1,-1
70,316,235.50,151.06,40.53,103.07,0.6729,-1,-1,-1
70,318,257.76,123.39,43.21,105.11,0.2506,-1,-1,-1
70,317,721.66,79.15,36.52,90.45,0.4743,-1,-1,-1
70,315,694.02,70.44,37.81,90.75,0.6470,-1,-1,-1
71,316,237.43,150.38,40.17,102.84,0.6885,-1,-1,-1
71,318,260.18,123.22,44.24,105.47,0.5579,-1,-1,-1
71,317,722.69,79.03,35.84,89.78,0.3826,-1,-1,-1
71,315,694.05,69.94,38.07,91.48,0.6894,-1,-1,-1
